,ID,completion,printer,speed_print,retraction_hop_enabled,speed_roofing,infill_sparse_density,ironing_enabled,limit_support_retractions,material_bed_temperature_layer_0,speed_wall_x,retraction_count_max,cool_fan_full_at_height,support_enable,brim_line_count,support_xy_distance_overhang,speed_print_layer_0,support_tree_branch_diameter,wall_line_count,cool_fan_enabled,adhesion_type,speed_travel_layer_0,ironing_only_highest_layer,retraction_enable,retraction_extrusion_window,support_initial_layer_line_distance,travel_avoid_distance,retraction_speed,support_top_distance,bridge_settings_enabled,support_interface_enable,material_initial_print_temperature,material_final_print_temperature,cool_fan_speed_max,support_z_distance,retraction_amount,bridge_fan_speed,layer_height,support_type,support_wall_count,support_tree_angle,material_print_temperature_layer_0,support_tree_collision_resolution,speed_travel,support_tree_branch_diameter_angle,speed_support_roof,retraction_hop,print_bed_temperature,slicing_tolerance,retraction_retract_speed,support_tree_enable,material_bed_temperature,retraction_min_travel,cool_fan_speed,speed_topbottom,retraction_prime_speed,material_flow,speed_infill,speed_layer_0,infill_wall_line_count,material_print_temperature,speed_wall,cool_fan_speed_min,speed_wall_0,speed_ironing,blobs,gaps,layer_misalignment,layer_separation,over_extrusion,line_misalignment,stringing,under_extrusion,warping,poor_bridging,overall_ok,lost_adhesion,not_labelable,burning,humidity,temperature,material_color,material_type,material_producer
120,192,1.0,Creality Ender3,60.0,True,30.0,20.0,True,True,60.0,60.0,90.0,0.2,True,20.0,0.2,30.0,2.0,2.0,True,skirt,60.0,True,True,7.0,2.6666666666666665,0.625,20.0,0.1,True,True,190.0,185.0,100.0,0.1,7.0,100.0,0.2,everywhere,0.0,40.0,210.0,0.2,120.0,5.0,40.0,1.0,60.0,middle,20.0,True,60.0,0.8,100.0,30.0,20.0,100.0,60.0,30.0,0.0,210.0,30.0,100.0,30.0,20.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,27.0,30.0,green,pla,janbex
121,193,1.0,Creality Ender3,60.0,True,30.0,20.0,True,True,60.0,60.0,90.0,0.2,True,20.0,0.2,30.0,2.0,2.0,True,skirt,60.0,True,True,7.0,2.6666666666666665,0.625,30.0,0.1,True,True,190.0,185.0,100.0,0.1,7.0,100.0,0.2,everywhere,0.0,40.0,210.0,0.2,120.0,5.0,40.0,1.0,60.0,middle,30.0,True,60.0,0.8,100.0,30.0,30.0,100.0,60.0,30.0,0.0,210.0,30.0,100.0,30.0,20.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,27.0,30.0,green,pla,janbex
122,194,1.0,Creality Ender3,60.0,True,30.0,20.0,True,True,60.0,60.0,90.0,0.2,True,20.0,0.2,30.0,2.0,2.0,True,skirt,60.0,True,True,7.0,2.6666666666666665,0.625,40.0,0.1,True,True,190.0,185.0,100.0,0.1,7.0,100.0,0.2,everywhere,0.0,40.0,210.0,0.2,120.0,5.0,40.0,1.0,60.0,middle,40.0,True,60.0,0.8,100.0,30.0,40.0,100.0,60.0,30.0,0.0,210.0,30.0,100.0,30.0,20.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,27.0,30.0,green,pla,janbex
123,195,1.0,Creality Ender3,60.0,True,30.0,20.0,True,True,60.0,60.0,90.0,0.2,True,20.0,0.2,30.0,2.0,2.0,True,skirt,60.0,True,True,7.0,2.6666666666666665,0.625,50.0,0.1,True,True,190.0,185.0,100.0,0.1,7.0,100.0,0.2,everywhere,0.0,40.0,210.0,0.2,120.0,5.0,40.0,1.0,60.0,middle,50.0,True,60.0,0.8,100.0,30.0,50.0,100.0,60.0,30.0,0.0,210.0,30.0,100.0,30.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,27.0,30.0,green,pla,janbex
124,196,1.0,Creality Ender3,60.0,True,30.0,20.0,True,True,60.0,60.0,90.0,0.2,True,20.0,0.2,30.0,2.0,2.0,True,skirt,60.0,True,True,7.0,2.6666666666666665,0.625,60.0,0.1,True,True,190.0,185.0,100.0,0.1,7.0,100.0,0.2,everywhere,0.0,40.0,210.0,0.2,120.0,5.0,40.0,1.0,60.0,middle,60.0,True,60.0,0.8,100.0,30.0,60.0,100.0,60.0,30.0,0.0,210.0,30.0,100.0,30.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,27.0,30.0,green,pla,janbex
125,197,1.0,Anycubic Kossel Linear Plus,30.0,True,30.0,10.0,True,True,60.0,50.0,90.0,0.4,True,20.0,0.2,20.0,2.0,2.0,True,skirt,20.0,True,True,1.0,2.6666666666666665,0.625,20.0,0.1,True,True,190.0,185.0,100.0,0.1,1.0,100.0,0.2,buildplate,0.0,40.0,190.0,0.2,120.0,5.0,40.0,1.0,60.0,middle,20.0,True,60.0,0.8,100.0,15.0,20.0,100.0,30.0,20.0,2.0,190.0,25.0,100.0,25.0,20.0,0.0,0.0,0.5,0.0,0.0,2.0,1.5,0.5,0.0,0.0,1.0,0.0,0.0,0.0,38.70000076293945,27.600000381469727,white,pla,anycubic
126,198,1.0,Anycubic Kossel Linear Plus,30.0,True,30.0,10.0,True,True,60.0,50.0,90.0,0.4,True,20.0,0.2,20.0,2.0,2.0,True,skirt,20.0,True,True,1.0,2.6666666666666665,0.625,30.0,0.1,True,True,190.0,185.0,100.0,0.1,1.0,100.0,0.2,buildplate,0.0,40.0,190.0,0.2,120.0,5.0,40.0,1.0,60.0,middle,30.0,True,60.0,0.8,100.0,15.0,30.0,100.0,30.0,20.0,2.0,190.0,25.0,100.0,25.0,20.0,0.0,0.0,0.5,0.0,0.0,2.0,1.5,0.5,0.0,0.0,1.0,0.0,0.0,0.0,38.20000076293945,27.700000762939453,white,pla,anycubic
127,199,1.0,Anycubic Kossel Linear Plus,30.0,True,30.0,10.0,True,True,60.0,50.0,90.0,0.4,True,20.0,0.2,20.0,2.0,2.0,True,skirt,20.0,True,True,1.0,2.6666666666666665,0.625,40.0,0.1,True,True,190.0,185.0,100.0,0.1,1.0,100.0,0.2,buildplate,0.0,40.0,190.0,0.2,120.0,5.0,40.0,1.0,60.0,middle,40.0,True,60.0,0.8,100.0,15.0,40.0,100.0,30.0,20.0,2.0,190.0,25.0,100.0,25.0,20.0,0.0,0.0,0.5,0.0,0.0,2.0,2.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,38.0,27.799999237060547,white,pla,anycubic
128,200,1.0,Anycubic Kossel Linear Plus,30.0,True,30.0,10.0,True,True,60.0,50.0,90.0,0.4,True,20.0,0.2,20.0,2.0,2.0,True,skirt,20.0,True,True,1.0,2.6666666666666665,0.625,50.0,0.1,True,True,190.0,185.0,100.0,0.1,1.0,100.0,0.2,buildplate,0.0,40.0,190.0,0.2,120.0,5.0,40.0,1.0,60.0,middle,50.0,True,60.0,0.8,100.0,15.0,50.0,100.0,30.0,20.0,2.0,190.0,25.0,100.0,25.0,20.0,0.0,0.0,0.5,0.0,0.0,1.5,2.5,0.5,0.0,0.0,1.0,0.0,0.0,0.0,37.900001525878906,27.799999237060547,white,pla,anycubic
129,201,1.0,Anycubic Kossel Linear Plus,30.0,True,30.0,10.0,True,True,60.0,50.0,90.0,0.4,True,20.0,0.2,20.0,2.0,2.0,True,skirt,20.0,True,True,1.0,2.6666666666666665,0.625,60.0,0.1,True,True,190.0,185.0,100.0,0.1,1.0,100.0,0.2,buildplate,0.0,40.0,190.0,0.2,120.0,5.0,40.0,1.0,60.0,middle,60.0,True,60.0,0.8,100.0,15.0,60.0,100.0,30.0,20.0,2.0,190.0,25.0,100.0,25.0,20.0,0.0,0.0,0.5,0.0,0.0,2.0,3.0,0.5,0.5,0.0,1.0,0.0,0.0,0.0,37.79999923706055,27.899999618530273,white,pla,anycubic
130,202,1.0,Anycubic Kossel Linear Plus,30.0,True,30.0,10.0,True,True,60.0,50.0,90.0,0.4,True,20.0,0.2,20.0,2.0,2.0,True,skirt,20.0,True,True,1.0,2.6666666666666665,0.625,20.0,0.1,True,True,190.0,185.0,100.0,0.1,1.0,100.0,0.2,buildplate,0.0,40.0,200.0,0.2,120.0,5.0,40.0,1.0,60.0,middle,20.0,True,60.0,0.8,100.0,15.0,20.0,100.0,30.0,20.0,2.0,200.0,25.0,100.0,25.0,20.0,0.0,0.0,1.5,0.0,0.0,0.5,0.5,0.5,0.0,0.0,1.0,0.0,0.0,0.0,37.79999923706055,27.899999618530273,white,pla,anycubic
131,203,1.0,Anycubic Kossel Linear Plus,30.0,True,30.0,10.0,True,True,60.0,50.0,90.0,0.4,True,20.0,0.2,20.0,2.0,2.0,True,skirt,20.0,True,True,1.0,2.6666666666666665,0.625,30.0,0.1,True,True,190.0,185.0,100.0,0.1,1.0,100.0,0.2,buildplate,0.0,40.0,200.0,0.2,120.0,5.0,40.0,1.0,60.0,middle,30.0,True,60.0,0.8,100.0,15.0,30.0,100.0,30.0,20.0,2.0,200.0,25.0,100.0,25.0,20.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,37.20000076293945,28.200000762939453,white,pla,anycubic
132,204,1.0,Anycubic Kossel Linear Plus,30.0,True,30.0,10.0,True,True,60.0,50.0,90.0,0.4,True,20.0,0.2,20.0,2.0,2.0,True,skirt,20.0,True,True,1.0,2.6666666666666665,0.625,40.0,0.1,True,True,190.0,185.0,100.0,0.1,1.0,100.0,0.2,buildplate,0.0,40.0,200.0,0.2,120.0,5.0,40.0,1.0,60.0,middle,40.0,True,60.0,0.8,100.0,15.0,40.0,100.0,30.0,20.0,2.0,200.0,25.0,100.0,25.0,20.0,0.0,0.0,0.0,0.0,0.0,1.5,0.5,0.5,0.0,0.0,1.0,0.0,0.0,0.0,36.79999923706055,28.299999237060547,white,pla,anycubic
133,205,1.0,Anycubic Kossel Linear Plus,30.0,True,30.0,10.0,True,True,60.0,50.0,90.0,0.4,True,20.0,0.2,20.0,2.0,2.0,True,skirt,20.0,True,True,1.0,2.6666666666666665,0.625,50.0,0.1,True,True,190.0,185.0,100.0,0.1,1.0,100.0,0.2,buildplate,0.0,40.0,200.0,0.2,120.0,5.0,40.0,1.0,60.0,middle,50.0,True,60.0,0.8,100.0,15.0,50.0,100.0,30.0,20.0,2.0,200.0,25.0,100.0,25.0,20.0,0.0,0.0,0.5,0.0,0.0,2.0,1.5,0.5,0.5,0.0,1.0,0.0,0.0,0.0,36.5,28.5,white,pla,anycubic
134,206,1.0,Anycubic Kossel Linear Plus,30.0,True,30.0,10.0,True,True,60.0,50.0,90.0,0.4,True,20.0,0.2,20.0,2.0,2.0,True,skirt,20.0,True,True,1.0,2.6666666666666665,0.625,60.0,0.1,True,True,190.0,185.0,100.0,0.1,1.0,100.0,0.2,buildplate,0.0,40.0,200.0,0.2,120.0,5.0,40.0,1.0,60.0,middle,60.0,True,60.0,0.8,100.0,15.0,60.0,100.0,30.0,20.0,2.0,200.0,25.0,100.0,25.0,20.0,0.0,0.0,0.5,0.0,0.0,2.5,1.5,0.5,0.0,0.0,1.0,0.0,0.0,0.0,32.20000076293945,31.899999618530273,white,pla,anycubic
135,207,1.0,Anycubic Kossel Linear Plus,30.0,True,30.0,10.0,True,True,60.0,50.0,90.0,0.4,True,20.0,0.2,20.0,2.0,2.0,True,skirt,20.0,True,True,1.0,2.6666666666666665,0.625,20.0,0.1,True,True,190.0,185.0,100.0,0.1,1.0,100.0,0.2,buildplate,0.0,40.0,210.0,0.2,120.0,5.0,40.0,1.0,60.0,middle,20.0,True,60.0,0.8,100.0,15.0,20.0,100.0,30.0,20.0,2.0,210.0,25.0,100.0,25.0,20.0,0.0,0.0,0.5,0.0,0.0,1.5,1.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,31.899999618530273,32.0,white,pla,anycubic
136,208,1.0,Anycubic Kossel Linear Plus,30.0,True,30.0,10.0,True,True,60.0,50.0,90.0,0.4,True,20.0,0.2,20.0,2.0,2.0,True,skirt,20.0,True,True,1.0,2.6666666666666665,0.625,30.0,0.1,True,True,190.0,185.0,100.0,0.1,1.0,100.0,0.2,buildplate,0.0,40.0,210.0,0.2,120.0,5.0,40.0,1.0,60.0,middle,30.0,True,60.0,0.8,100.0,15.0,30.0,100.0,30.0,20.0,2.0,210.0,25.0,100.0,25.0,20.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,33.3,32.3,white,pla,anycubic
137,209,1.0,Anycubic Kossel Linear Plus,30.0,True,30.0,10.0,True,True,60.0,50.0,90.0,0.4,True,20.0,0.2,20.0,2.0,2.0,True,skirt,20.0,True,True,1.0,2.6666666666666665,0.625,40.0,0.1,True,True,190.0,185.0,100.0,0.1,1.0,100.0,0.2,buildplate,0.0,40.0,210.0,0.2,120.0,5.0,40.0,1.0,60.0,middle,40.0,True,60.0,0.8,100.0,15.0,40.0,100.0,30.0,20.0,2.0,210.0,25.0,100.0,25.0,20.0,1.5,0.0,3.0,1.5,0.0,2.0,2.5,2.0,0.0,0.0,1.0,0.0,0.0,0.0,32.9000015259,32.5,white,pla,anycubic
138,210,1.0,Anycubic Kossel Linear Plus,30.0,True,30.0,10.0,True,True,60.0,50.0,90.0,0.4,True,20.0,0.2,20.0,2.0,2.0,True,skirt,20.0,True,True,1.0,2.6666666666666665,0.625,50.0,0.1,True,True,190.0,185.0,100.0,0.1,1.0,100.0,0.2,buildplate,0.0,40.0,210.0,0.2,120.0,5.0,40.0,1.0,60.0,middle,50.0,True,60.0,0.8,100.0,15.0,50.0,100.0,30.0,20.0,2.0,210.0,25.0,100.0,25.0,20.0,1.0,0.0,2.0,1.0,0.0,2.0,3.0,2.0,0.5,0.0,1.0,0.0,0.0,0.0,32.7000007629,32.4000015259,white,pla,anycubic
139,211,1.0,Anycubic Kossel Linear Plus,30.0,True,30.0,10.0,True,True,60.0,50.0,90.0,0.4,True,20.0,0.2,20.0,2.0,2.0,True,skirt,20.0,True,True,1.0,2.6666666666666665,0.625,60.0,0.1,True,True,190.0,185.0,100.0,0.1,1.0,100.0,0.2,buildplate,0.0,40.0,210.0,0.2,120.0,5.0,40.0,1.0,60.0,middle,60.0,True,60.0,0.8,100.0,15.0,60.0,100.0,30.0,20.0,2.0,210.0,25.0,100.0,25.0,20.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,32.5999984741,32.5,white,pla,anycubic
140,212,1.0,Anycubic Kossel Linear Plus,30.0,True,30.0,10.0,True,True,60.0,50.0,90.0,0.4,True,20.0,0.2,20.0,2.0,2.0,True,skirt,20.0,True,True,3.0,2.6666666666666665,0.625,20.0,0.1,True,True,190.0,185.0,100.0,0.1,3.0,100.0,0.2,buildplate,0.0,40.0,190.0,0.2,120.0,5.0,40.0,1.0,60.0,middle,20.0,True,60.0,0.8,100.0,15.0,20.0,100.0,30.0,20.0,2.0,190.0,25.0,100.0,25.0,20.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,32.0999984741,32.5999984741,white,pla,anycubic
141,213,1.0,Anycubic Kossel Linear Plus,30.0,True,30.0,10.0,True,True,60.0,50.0,90.0,0.4,True,20.0,0.2,20.0,2.0,2.0,True,skirt,20.0,True,True,3.0,2.6666666666666665,0.625,30.0,0.1,True,True,190.0,185.0,100.0,0.1,3.0,100.0,0.2,buildplate,0.0,40.0,190.0,0.2,120.0,5.0,40.0,1.0,60.0,middle,30.0,True,60.0,0.8,100.0,15.0,30.0,100.0,30.0,20.0,2.0,190.0,25.0,100.0,25.0,20.0,0.0,0.0,1.5,0.0,0.0,0.5,1.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,32.5,32.4,white,pla,anycubic
142,214,1.0,Anycubic Kossel Linear Plus,30.0,True,30.0,10.0,True,True,60.0,50.0,90.0,0.4,True,20.0,0.2,20.0,2.0,2.0,True,skirt,20.0,True,True,3.0,2.6666666666666665,0.625,40.0,0.1,True,True,190.0,185.0,100.0,0.1,3.0,100.0,0.2,buildplate,0.0,40.0,190.0,0.2,120.0,5.0,40.0,1.0,60.0,middle,40.0,True,60.0,0.8,100.0,15.0,40.0,100.0,30.0,20.0,2.0,190.0,25.0,100.0,25.0,20.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,31.7,32.5,white,pla,anycubic
143,215,1.0,Anycubic Kossel Linear Plus,30.0,True,30.0,10.0,True,True,60.0,50.0,90.0,0.4,True,20.0,0.2,20.0,2.0,2.0,True,skirt,20.0,True,True,3.0,2.6666666666666665,0.625,50.0,0.1,True,True,190.0,185.0,100.0,0.1,3.0,100.0,0.2,buildplate,0.0,40.0,190.0,0.2,120.0,5.0,40.0,1.0,60.0,middle,50.0,True,60.0,0.8,100.0,15.0,50.0,100.0,30.0,20.0,2.0,190.0,25.0,100.0,25.0,20.0,0.0,0.0,2.0,0.0,0.0,0.5,1.0,1.5,0.5,0.0,1.0,0.0,0.0,0.0,31.6,32.7,white,pla,anycubic
144,216,1.0,Anycubic Kossel Linear Plus,30.0,True,30.0,10.0,True,True,60.0,50.0,90.0,0.4,True,20.0,0.2,20.0,2.0,2.0,True,skirt,20.0,True,True,3.0,2.6666666666666665,0.625,60.0,0.1,True,True,190.0,185.0,100.0,0.1,3.0,100.0,0.2,buildplate,0.0,40.0,190.0,0.2,120.0,5.0,40.0,1.0,60.0,middle,60.0,True,60.0,0.8,100.0,15.0,60.0,100.0,30.0,20.0,2.0,190.0,25.0,100.0,25.0,20.0,0.0,0.5,1.0,0.0,0.0,1.0,1.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,30.7,32.7,white,pla,anycubic
145,217,1.0,Anycubic Kossel Linear Plus,30.0,True,30.0,10.0,True,True,60.0,50.0,90.0,0.4,True,20.0,0.2,20.0,2.0,2.0,True,skirt,20.0,True,True,3.0,2.6666666666666665,0.625,20.0,0.1,True,True,190.0,185.0,100.0,0.1,3.0,100.0,0.2,buildplate,0.0,40.0,200.0,0.2,120.0,5.0,40.0,1.0,60.0,middle,20.0,True,60.0,0.8,100.0,15.0,20.0,100.0,30.0,20.0,2.0,200.0,25.0,100.0,25.0,20.0,0.0,0.0,1.5,0.0,0.0,0.5,2.0,1.0,0.5,0.0,1.0,0.0,0.0,0.0,30.4,32.8,white,pla,anycubic
146,218,1.0,Anycubic Kossel Linear Plus,30.0,True,30.0,10.0,True,True,60.0,50.0,90.0,0.4,True,20.0,0.2,20.0,2.0,2.0,True,skirt,20.0,True,True,3.0,2.6666666666666665,0.625,30.0,0.1,True,True,190.0,185.0,100.0,0.1,3.0,100.0,0.2,buildplate,0.0,40.0,200.0,0.2,120.0,5.0,40.0,1.0,60.0,middle,30.0,True,60.0,0.8,100.0,15.0,30.0,100.0,30.0,20.0,2.0,200.0,25.0,100.0,25.0,20.0,0.0,0.0,2.0,0.0,0.0,0.5,1.5,1.5,0.0,0.0,1.0,0.0,0.0,0.0,30.0,33.1,white,pla,anycubic
147,219,1.0,Anycubic Kossel Linear Plus,30.0,True,30.0,10.0,True,True,60.0,50.0,90.0,0.4,True,20.0,0.2,20.0,2.0,2.0,True,skirt,20.0,True,True,3.0,2.6666666666666665,0.625,40.0,0.1,True,True,190.0,185.0,100.0,0.1,3.0,100.0,0.2,buildplate,0.0,40.0,200.0,0.2,120.0,5.0,40.0,1.0,60.0,middle,40.0,True,60.0,0.8,100.0,15.0,40.0,100.0,30.0,20.0,2.0,200.0,25.0,100.0,25.0,20.0,0.0,0.5,2.0,0.0,0.0,1.5,0.5,1.5,0.5,0.0,1.0,0.0,0.0,0.0,30.0,33.0,white,pla,anycubic
148,220,1.0,Anycubic Kossel Linear Plus,30.0,True,30.0,10.0,True,True,60.0,50.0,90.0,0.4,True,20.0,0.2,20.0,2.0,2.0,True,skirt,20.0,True,True,3.0,2.6666666666666665,0.625,50.0,0.1,True,True,190.0,185.0,100.0,0.1,3.0,100.0,0.2,buildplate,0.0,40.0,200.0,0.2,120.0,5.0,40.0,1.0,60.0,middle,50.0,True,60.0,0.8,100.0,15.0,50.0,100.0,30.0,20.0,2.0,200.0,25.0,100.0,25.0,20.0,0.0,0.0,2.0,0.0,0.0,0.5,1.5,1.5,0.0,0.0,1.0,0.0,0.0,0.0,29.65,33.2,white,pla,anycubic
149,221,1.0,Anycubic Kossel Linear Plus,30.0,True,30.0,10.0,True,True,60.0,50.0,90.0,0.4,True,20.0,0.2,20.0,2.0,2.0,True,skirt,20.0,True,True,3.0,2.6666666666666665,0.625,60.0,0.1,True,True,190.0,185.0,100.0,0.1,3.0,100.0,0.2,buildplate,0.0,40.0,200.0,0.2,120.0,5.0,40.0,1.0,60.0,middle,60.0,True,60.0,0.8,100.0,15.0,60.0,100.0,30.0,20.0,2.0,200.0,25.0,100.0,25.0,20.0,0.0,0.0,2.0,0.0,0.0,1.0,1.5,1.5,0.5,0.0,1.0,0.0,0.0,0.0,29.6,33.1,white,pla,anycubic
150,223,1.0,Anycubic Kossel Linear Plus,30.0,True,30.0,10.0,True,True,60.0,50.0,90.0,0.4,True,20.0,0.2,20.0,2.0,2.0,True,skirt,20.0,True,True,3.0,2.6666666666666665,0.625,30.0,0.1,True,True,190.0,185.0,100.0,0.1,3.0,100.0,0.2,buildplate,0.0,40.0,210.0,0.2,120.0,5.0,40.0,1.0,60.0,middle,30.0,True,60.0,0.8,100.0,15.0,30.0,100.0,30.0,20.0,2.0,210.0,25.0,100.0,25.0,20.0,1.0,0.0,1.5,0.0,0.0,0.5,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,29.4,33.3,white,pla,anycubic
151,224,1.0,Anycubic Kossel Linear Plus,30.0,True,30.0,10.0,True,True,60.0,50.0,90.0,0.4,True,20.0,0.2,20.0,2.0,2.0,True,skirt,20.0,True,True,3.0,2.6666666666666665,0.625,40.0,0.1,True,True,190.0,185.0,100.0,0.1,3.0,100.0,0.2,buildplate,0.0,40.0,210.0,0.2,120.0,5.0,40.0,1.0,60.0,middle,40.0,True,60.0,0.8,100.0,15.0,40.0,100.0,30.0,20.0,2.0,210.0,25.0,100.0,25.0,20.0,0.5,0.0,2.0,0.0,0.0,0.0,2.0,1.5,0.5,0.0,1.0,0.0,0.0,0.0,29.4,33.4,white,pla,anycubic
152,225,1.0,Anycubic Kossel Linear Plus,30.0,True,30.0,10.0,True,True,60.0,50.0,90.0,0.4,True,20.0,0.2,20.0,2.0,2.0,True,skirt,20.0,True,True,3.0,2.6666666666666665,0.625,50.0,0.1,True,True,190.0,185.0,100.0,0.1,3.0,100.0,0.2,buildplate,0.0,40.0,210.0,0.2,120.0,5.0,40.0,1.0,60.0,middle,50.0,True,60.0,0.8,100.0,15.0,50.0,100.0,30.0,20.0,2.0,210.0,25.0,100.0,25.0,20.0,1.5,0.0,1.5,0.0,0.0,0.5,3.0,1.0,0.5,0.0,1.0,0.0,0.0,0.0,26.9,34.9,white,pla,anycubic
153,226,1.0,Anycubic Kossel Linear Plus,30.0,True,30.0,10.0,True,True,60.0,50.0,90.0,0.4,True,20.0,0.2,20.0,2.0,2.0,True,skirt,20.0,True,True,3.0,2.6666666666666665,0.625,60.0,0.1,True,True,190.0,185.0,100.0,0.1,3.0,100.0,0.2,buildplate,0.0,40.0,210.0,0.2,120.0,5.0,40.0,1.0,60.0,middle,60.0,True,60.0,0.8,100.0,15.0,60.0,100.0,30.0,20.0,2.0,210.0,25.0,100.0,25.0,20.0,1.5,0.0,2.0,0.0,0.0,1.5,2.0,1.0,0.5,0.0,1.0,0.0,0.0,0.0,47.9,26.8,white,pla,anycubic
154,227,1.0,Anycubic Kossel Linear Plus,30.0,True,30.0,10.0,True,True,60.0,50.0,90.0,0.4,True,20.0,0.2,20.0,2.0,2.0,True,skirt,20.0,True,True,5.0,2.6666666666666665,0.625,20.0,0.1,True,True,190.0,185.0,100.0,0.1,5.0,100.0,0.2,buildplate,0.0,40.0,190.0,0.2,120.0,5.0,40.0,1.0,60.0,middle,20.0,True,60.0,0.8,100.0,15.0,20.0,100.0,30.0,20.0,2.0,190.0,25.0,100.0,25.0,20.0,0.0,0.0,0.5,0.0,0.0,0.5,1.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,47.7,26.7,white,pla,anycubic
155,228,1.0,Anycubic Kossel Linear Plus,30.0,True,30.0,10.0,True,True,60.0,50.0,90.0,0.4,True,20.0,0.2,20.0,2.0,2.0,True,skirt,20.0,True,True,5.0,2.6666666666666665,0.625,30.0,0.1,True,True,190.0,185.0,100.0,0.1,5.0,100.0,0.2,buildplate,0.0,40.0,190.0,0.2,120.0,5.0,40.0,1.0,60.0,middle,30.0,True,60.0,0.8,100.0,15.0,30.0,100.0,30.0,20.0,2.0,190.0,25.0,100.0,25.0,20.0,0.0,0.0,1.0,0.0,0.0,0.5,1.5,1.0,0.5,0.0,1.0,0.0,0.0,0.0,47.4,26.7,white,pla,anycubic
156,229,1.0,Anycubic Kossel Linear Plus,30.0,True,30.0,10.0,True,True,60.0,50.0,90.0,0.4,True,20.0,0.2,20.0,2.0,2.0,True,skirt,20.0,True,True,5.0,2.6666666666666665,0.625,40.0,0.1,True,True,190.0,185.0,100.0,0.1,5.0,100.0,0.2,buildplate,0.0,40.0,190.0,0.2,120.0,5.0,40.0,1.0,60.0,middle,40.0,True,60.0,0.8,100.0,15.0,40.0,100.0,30.0,20.0,2.0,190.0,25.0,100.0,25.0,20.0,0.0,0.0,0.5,0.0,0.0,0.5,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,49.7,26.3,white,pla,anycubic
157,230,1.0,Anycubic Kossel Linear Plus,30.0,True,30.0,10.0,True,True,60.0,50.0,90.0,0.4,True,20.0,0.2,20.0,2.0,2.0,True,skirt,20.0,True,True,5.0,2.6666666666666665,0.625,50.0,0.1,True,True,190.0,185.0,100.0,0.1,5.0,100.0,0.2,buildplate,0.0,40.0,190.0,0.2,120.0,5.0,40.0,1.0,60.0,middle,50.0,True,60.0,0.8,100.0,15.0,50.0,100.0,30.0,20.0,2.0,190.0,25.0,100.0,25.0,20.0,0.0,0.0,1.0,0.0,0.0,0.5,1.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,52.2,25.8,white,pla,anycubic
158,231,1.0,Anycubic Kossel Linear Plus,30.0,True,30.0,10.0,True,True,60.0,50.0,90.0,0.4,True,20.0,0.2,20.0,2.0,2.0,True,skirt,20.0,True,True,5.0,2.6666666666666665,0.625,60.0,0.1,True,True,190.0,185.0,100.0,0.1,5.0,100.0,0.2,buildplate,0.0,40.0,190.0,0.2,120.0,5.0,40.0,1.0,60.0,middle,60.0,True,60.0,0.8,100.0,15.0,60.0,100.0,30.0,20.0,2.0,190.0,25.0,100.0,25.0,20.0,0.0,0.0,1.5,0.0,0.0,0.5,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,45.8,27.6,white,pla,anycubic
159,232,1.0,Anycubic Kossel Linear Plus,30.0,True,30.0,10.0,True,True,60.0,50.0,90.0,0.4,True,20.0,0.2,20.0,2.0,2.0,True,skirt,20.0,True,True,5.0,2.6666666666666665,0.625,20.0,0.1,True,True,190.0,185.0,100.0,0.1,5.0,100.0,0.2,buildplate,0.0,40.0,200.0,0.2,120.0,5.0,40.0,1.0,60.0,middle,20.0,True,60.0,0.8,100.0,15.0,20.0,100.0,30.0,20.0,2.0,200.0,25.0,100.0,25.0,20.0,0.0,0.0,1.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,44.6,27.9,white,pla,anycubic
